"Cycles" "RefDil0.1" "RefDil0.2" "RefDil0.3" "RefDil1.1" "RefDil1.2" "RefDil1.3" "RefDil2.1" "RefDil2.2" "RefDil2.3" "RefDil3.1" "RefDil3.2" "RefDil3.3" "RefDil4.1" "RefDil4.2" "RefDil4.3" "RefDil5.1" "RefDil5.2" "RefDil5.3" "S1.1" "S1.2" "S1.3" "S2.1" "S2.2" "S2.3" "S3.1" "S3.2" "S3.3" "S4.1" "S4.2" "S4.3"
"13" 13 2330.98642471402 1820.75043835295 1770.49693661061 197.652272900679 201.313337214524 180.171816987532 23.4604431537363 27.2340453313832 25.2285909855432 2.62087562412765 2.00814261708171 2.27956910253422 0.228629110401806 0.239596882836044 0.243446659717526 0.0219891356414052 0.023052900543293 0.0209300259589437 8.82434387863198 7.8916379022937 8.55994796899109 0.0819362480503872 0.0817932268918212 0.0940554302134785 0.795404368287336 0.431323812611028 0.576177767247169 555.806208670715 387.847802715934 588.748330261093
"14" 14 3137.68494962861 2546.15664075375 2480.78959494589 324.677281432667 333.187827021765 296.58502689594 39.6898934866166 46.9490828139856 43.2649723948156 4.48323497910558 3.38207817110505 3.88416270937512 0.386751165589692 0.409570965691082 0.417161805874826 0.0370770991415033 0.0392812591737245 0.0354168407402042 15.0314444350143 13.3305864947391 14.4381339342296 0.13933861116498 0.138624662430258 0.160851320056346 1.3842595127701 0.709528924325471 0.976242849314976 892.172020643543 614.026842281089 937.594131060604
"15" 15 3779.15260724247 3236.84839042561 3164.06686253668 526.51758312098 544.040309390608 482.729664743369 67.0372172346112 80.7868851503074 74.0634290275789 7.66744805908877 5.69524549000961 6.61718147253637 0.654221737961641 0.700115842942676 0.714821271893013 0.0625176554282847 0.0669336493408018 0.0599306841945009 25.5890634589354 22.5060138380287 24.3394814218795 0.236954153394743 0.234942269973772 0.275082281243399 2.40891146415023 1.16714227257811 1.65402728722412 1382.64532930458 949.296108815391 1437.29973399588
"16" 16 4126.13170067226 3723.05727842098 3652.77286191775 836.261710648906 868.984186543451 771.426264979566 112.916378577124 138.572169218914 126.398762403232 13.1088179187522 9.58825880174465 11.2701861474469 1.10664127701223 1.19673570006995 1.2248334802105 0.105414052898297 0.114051861827371 0.101411587143036 43.5168661119517 37.9625102295198 40.9927961386247 0.402951546343989 0.398178294158366 0.470430935035843 4.19158739939178 1.9198007256672 2.80220180246901 2030.99730590987 1415.35626438313 2080.7149732996
"17" 17 4253.60060742368 3965.02839483995 3900.909351605 1285.39222978939 1340.39588320314 1197.39211618071 189.315234024415 236.399606318949 214.592814372086 22.3988384427345 16.1360100806473 19.1861955859775 1.87184291942112 2.04552781266501 2.09861976546579 0.17774298753018 0.19433819356141 0.171602696250575 73.8745497249635 63.9364405411715 68.9323942419521 0.685226161820405 0.674818252344664 0.804490713228171 7.29217040466958 3.15757299660356 4.74688376713632 2766.36508324928 2001.89224587373 2783.60360103032
"18" 18 4289.81024014752 4054.56755415688 3994.52776590124 1880.27380348955 1960.9923800953 1777.5266937296 314.950544639378 399.562818676287 361.111117315257 38.2348219181524 27.1371971104718 32.6366614878249 3.16591457591258 3.4960392218469 3.59543367004462 0.299697621771792 0.331139034047647 0.290373889165926 125.035094489344 107.40534296291 115.609962590826 1.16520536282958 1.14362565129398 1.37572730574207 12.6822686537886 5.19269614486974 8.03965183612129 3432.73489329347 2638.64884751252 3389.90944240784
"19" 19 4299.05559155911 4082.49811044044 4024.18413393366 2565.50691032705 2663.70986209523 2474.88869386451 517.245546139558 664.834304272062 598.6868352342 65.1570516584376 45.5879667018862 55.4424867255316 5.35394126170553 5.9742758961738 6.15887891897225 0.505322711236329 0.564230446166231 0.491344178526762 210.556699027873 179.65074229135 193.04088693521 1.98129725741722 1.93802924882519 2.35244789084523 22.0443265141132 8.53763284475927 13.6122360169353 3882.64394972519 3201.99477146487 3777.39021857542
"20" 20 4301.34240832399 4090.63561695756 4032.9313913122 3209.76524468144 3302.60956509613 3171.61573503738 831.717063136448 1077.79700255889 968.419846208639 110.717894482698 76.4404386113616 93.9711805432859 9.05220449687309 10.2067722798572 10.547196752833 0.852011392842798 0.961373846084721 0.831390903152857 351.56338434977 298.331455237917 319.965479594551 3.36868541190669 3.28398987684955 4.02223273809609 38.2806328210775 14.0322055694575 23.0351336704566 4103.63937100756 3589.35672016755 3959.28317854564
"21" 21 4301.90341701875 4092.9550191287 4035.45195297718 3673.8631087005 3738.95018289799 3713.37979567463 1292.98798163677 1675.53818790535 1505.70967440909 187.222259499809 127.771634735823 158.66367274583 15.299483356242 17.4305373975974 18.0540851306273 1.43650426215492 1.63798698861513 1.40672702638305 578.713613337912 489.522458760134 523.913511280676 5.72676650978803 5.56396076206654 6.87614750853384 66.3645534632069 23.0493064664084 38.9458493559973 4187.7578283653 3795.22691027051 4026.98745670376
"22" 22 4302.04076483289 4093.61185843716 4036.17323583064 3923.12232381455 3957.83861052522 4028.03746297418 1908.8551367567 2443.36889410325 2203.76491068739 313.992609697682 212.456849799034 266.160233763858 25.8423235248978 29.7457125979428 30.8799661537808 2.42182652569346 2.79060607219247 2.38006709261545 930.655054118351 787.665560978888 840.942624712542 9.73315061379681 9.42466562890358 11.7518132254354 114.719168785428 37.8240868135904 65.7462386228313 4215.54646824531 3884.58201029692 4049.30339358318
"23" 23 4302.07437389172 4093.79752833382 4036.37922383795 4027.59268072923 4043.45876304085 4167.97398009271 2618.54300818741 3260.70057474998 2964.3063035478 519.382491211702 350.209188414307 441.658818660409 43.6048055175135 50.7003676305076 52.7474625932065 4.08259515072415 4.75373988691759 4.02648366104125 1441.87713408868 1228.30975388418 1307.60284620285 16.5355584564466 15.9579777752201 20.0753168945784 197.316096734771 61.9708976615234 110.704544384779 4224.21399127987 3919.03277830398 4056.31596753043
"24" 24 4302.08259703153 4093.84998454545 4036.4380172325 4065.26793085294 4072.553487061 4220.09981643278 3276.68192699904 3921.91591062745 3604.61880281065 839.778327495999 569.069520912912 719.796236977708 73.4470841487488 86.2382396168415 89.896241311201 6.8810925810912 8.09627150485868 6.81068146567631 2110.70470241652 1825.38694521348 1936.61660134303 28.0724924106028 27.0023738464267 34.2668821775315 336.473907685569 101.268648537421 185.602048182945 4226.86539389929 3931.61472876991 4058.48449125011
"25" 25 4302.08460892954 4093.8648024976 4036.45479537193 4077.96923585978 4081.87741601601 4237.92579728619 3734.2294338302 4299.27124667611 3991.44480196204 1309.02847236645 903.515276248924 1139.30802853274 123.347552117088 146.171100741009 152.617162167958 11.594627519289 13.7843454770435 11.5168370081579 2853.7960827232 2531.31582221347 2675.35421105949 47.602325162402 45.6393087226013 58.4113606074594 565.417793157636 164.783399336947 308.926115549758 4227.67151434921 3936.11266074972 4059.15167276187
"26" 26 4302.08510116292 4093.86898813232 4036.45958320169 4082.1453709769 4084.80503415238 4243.82379397311 3965.6835496902 4451.4647842434 4157.6883314226 1929.09679520748 1383.10661786285 1722.66450054615 206.12495802669 246.283592438864 257.405086318262 19.5277033390818 23.4549387850081 19.4656816695366 3504.01662527884 3212.85872351878 3382.98747607793 80.5568205869123 76.9933427987498 99.3379891027292 927.040112445826 266.285228472374 508.039062690569 4227.9161442312 3937.70801278255 4059.35661898843
"27" 27 4302.08522159311 4093.87017043681 4036.46094944418 4083.5068115533 4085.71822808772 4245.75300347096 4055.70060556474 4499.85782711376 4213.52605540644 2625.97182386911 2004.41419386601 2435.1323062951 341.609929614249 410.820663350384 429.368815063091 32.8624727108541 39.8705382247952 32.8743684992206 3921.53394106941 3713.48349631033 3898.78530222392 135.862408904577 129.472994504039 168.277115076154 1460.12169525542 425.53486830639 819.145959677182 4227.9903386408 3938.27226474814 4059.41954428882
"28" 28 4302.08525105764 4093.87050439793 4036.46133931006 4083.94940121932 4086.00248363 4246.38164037733 4085.79862394355 4513.68093551852 4230.17578218066 3242.74580806965 2692.94372755438 3149.49011901662 558.435136852274 673.925114408587 703.152159968492 55.2291393269651 67.6609964618518 55.4442549891145 4115.10939927186 3982.72181137849 4174.84634801204 227.827387830676 216.556819572223 283.166473593451 2160.84775057843 668.05195434912 1279.59785314564 4228.01283735075 3938.4716320291 4059.43886156892
"29" 29 4302.08525826645 4093.87059873059 4036.46145056061 4084.09315032216 4086.09090822007 4246.58622752763 4095.24858729929 4517.4907953977 4234.93553632624 3641.70165456917 3302.53171160175 3693.74071008405 892.703382876276 1075.74135259423 1117.45054378796 92.6104481576806 114.494198446885 93.2959981659421 4185.08401567053 4093.02351771139 4287.98844470456 378.389912276823 358.975448899245 471.188005613606 2927.66108083866 1020.16354769033 1903.69762129831 4228.01965950018 3938.54204951413 4059.44479146105
"30" 30 4302.08526003016 4093.87062537635 4036.46148230661 4084.1398247875 4086.11840927952 4246.65278244166 4098.15219055319 4518.53002392789 4236.27893664133 3826.27971779807 3707.59975720929 3992.79660369456 1377.32705522164 1644.51234473789 1693.94417833092 154.708811864517 192.809669931039 156.386612061928 4207.29607310838 4131.24480465375 4327.3874383489 618.519624488084 586.277723300509 769.602364412097 3565.98301381535 1494.41106125918 2640.26618661126 4228.02172810684 3938.5669181893 4059.44661175494
"31" 31 4302.08526046167 4093.87063290287 4036.46149136552 4084.15497823474 4086.12696188615 4246.67443077083 4099.03826610861 4518.81268568315 4236.65670822476 3892.14385756848 3906.83983773005 4114.56403627375 2013.79803566029 2356.86071935261 2395.07307669051 256.825172982697 322.062406124678 260.458421592986 4214.00456734468 4143.54433710966 4340.15568436195 985.140055329919 934.626401598113 1219.54358393483 3937.29004338234 2063.93312304129 3347.67293726351 4228.02235534506 3938.57570043421 4059.44717052659
"32" 32 4302.08526056724 4093.87063502886 4036.46149395053 4084.15989783544 4086.12962162551 4246.68147202346 4099.30809466775 4518.88950717478 4236.76282930548 3912.65537614977 3984.3552532957 4155.49716862834 2730.77732440273 3095.70624685636 3089.29497361143 421.918880247321 530.707078304013 429.163195886086 4215.99823832438 4147.39888841579 4344.18810467877 1506.09410550093 1434.05292809975 1843.02240687775 4086.37990340615 2642.86443816625 3862.06384904309 4228.02254553452 3938.57880179036 4059.44734205127
"33" 33 4302.08526059307 4093.87063562937 4036.46149468818 4084.16149497854 4086.1304487617 4246.68376220222 4099.39021017815 4518.91038118196 4236.79263141678 3918.72183188806 4010.86320364799 4168.13332252545 3376.72498398917 3681.89564337874 3605.29117394451 681.385987012584 855.222969970888 694.789657115391 4216.58782946797 4148.59650380028 4345.45088300313 2165.72588085875 2077.38244392447 2597.79082593947 4132.3985622927 3113.914613101 4134.5789359978 4228.02260320323 3938.57989699516 4059.44739470374
"34" 34 4302.08526059939 4093.870635799 4036.46149489867 4084.16201348761 4086.13070598728 4246.68450708316 4099.41519505585 4518.91605275794 4236.80100009207 3920.48679986574 4019.45899568599 4171.91990337589 3811.95647720603 4016.47492067595 3878.33148335608 1070.58656389076 1329.80701836992 1093.33699088031 4216.76193549776 4148.96759789576 4345.84527151324 2865.16293590453 2779.85213616261 3341.79164558104 4145.00065145981 3409.8200664653 4244.31150154055 4228.02262068937 3938.58028375216 4059.44741086632
"35" 35 4302.08526060094 4093.87063584691 4036.46149495873 4084.16218182028 4086.1307859801 4246.68474935542 4099.4227966261 4518.91759373028 4236.80335002994 3920.99779122641 4022.19503555833 4173.04410549777 4026.7872324042 4155.68465085067 3984.69419245262 1611.78969987327 1957.76539342707 1646.1593166263 4216.81332671282 4149.08248853756 4345.96834270517 3441.05728436775 3384.57888458061 3893.26769979903 4148.31987393493 3555.61411900567 4281.72131841116 4228.02262599147 3938.58042033016 4059.4474158277
"36" 36 4302.08526060131 4093.87063586045 4036.46149497588 4084.16223646905 4086.13081085651 4246.68482815435 4099.42510933783 4518.91801241207 4236.80400989211 3921.14552192259 4023.06064194962 4173.37693946481 4109.55367883941 4202.52509420277 4018.98793605486 2279.39879564771 2668.00774926293 2323.24725666224 4216.82849402048 4149.11804936002 4346.0067376925 3787.16579220051 3769.43665056929 4185.49006948851 4149.18468265882 3616.07222685056 4293.58579877628 4228.02262759915 3938.58046856082 4059.44741735069
"37" 37 4302.08526060141 4093.87063586427 4036.46149498077 4084.16225421062 4086.13081859266 4246.68485378366 4099.4258129564 4518.91812616767 4236.80419518096 3921.18821411472 4023.33396516157 4173.47539724837 4137.33562173227 4216.82155224312 4029.19158057319 2966.77124399303 3305.6798972868 3010.46041008537 4216.83297024368 4149.12905521547 4346.01871494108 3939.53192248203 3948.97547269826 4300.11534230038 4149.40935905367 3638.94041601758 4297.25416708117 4228.02262808663 3938.58048559281 4059.44741781819
"38" 38 4302.08526060143 4093.87063586535 4036.46149498216 4084.16225997038 4086.13082099847 4246.68486211958 4099.42602702469 4518.91815707499 4236.80424720992 3921.20055011211 4023.42021652814 4173.50451552073 4146.14924965749 4221.03821621493 4032.14720706211 3517.34190258721 3728.40530370876 3547.99596204856 4216.83429126596 4149.13246137462 4346.02245112712 3993.36426443066 4015.33330049858 4337.4696581713 4149.46768606368 3647.25367680581 4298.37918213842 4228.02262823444 3938.58049160743 4059.4474179617
"39" 39 4302.08526060144 4093.87063586566 4036.46149498256 4084.16226184027 4086.13082174663 4246.68486483083 4099.42609215261 4518.91816547249 4236.80426181961 3921.20411450103 4023.44742920429 4173.51312644039 4148.89155813207 4222.26878347644 4032.99646367375 3843.33583174773 3930.51968108169 3856.13655174671 4216.83468112456 4149.13351552532 4346.02361658468 4010.4482255018 4037.05764252677 4348.71661895611 4149.48282507416 3650.23000272954 4298.72333059477 4228.02262827926 3938.58049373141 4059.44741800575
"40" 40 4302.08526060144 4093.87063586574 4036.46149498267 4084.16226244732 4086.1308219793 4246.68486571266 4099.42611196705 4518.91816775409 4236.804265922 3921.20514439276 4023.45601439504 4173.5156728257 4149.73952991869 4222.62677905145 4033.23991359342 3988.1423763718 4005.14639539248 3988.3194869962 4216.83479617908 4149.13384176699 4346.02398013401 4015.65865468699 4043.8412481837 4352.01377832618 4149.48675426686 3651.28965585995 4298.82852587435 4228.02262829285 3938.58049448146 4059.44741801928
